9895 29698
6304 5803 -147
295 5670 903
1372 1244 -98
7255 7624 818
998 5906 686
7057 2120 998
94 5117 208
3939 4395 90
7977 5176 624
5135 428 -802
7455 9241 646
2229 3225 -588
1611 2647 419
4398 2807 -866
310 5151 620
8118 8965 837
9050 6664 -200
9199 7009 970
3302 1468 -881
3820 5993 -993
8374 8751 116
3009 8864 31
9242 1513 695
6182 7231 854
3254 4353 -438
4015 8856 530
5934 8691 -507
7677 3407 571
7379 9769 796
9423 201 -999
4656 1381 246
5756 4843 9
2793 7743 3
4067 342 -69
8251 7508 -639
92 2727 -460
3701 9071 -508
4820 9729 -930
8824 9042 186
922 5137 -704
2313 8259 386
2557 7428 -387
8862 9142 191
9041 2146 882
1353 1550 -532
2256 7551 -978
4694 2668 940
4322 5862 -887
5837 1612 312
3538 689 -849
2601 7672 743
2004 3169 -653
1089 8028 735
9880 1518 -500
289 7383 746
7289 73 -874
9830 6686 -136
6737 2056 690
9553 485 -744
6389 55 -512
7101 6378 751
5253 5494 -71
8152 8665 799
8471 8895 -918
5090 8955 468
3584 9030 958
407 2877 -731
9793 4500 889
3415 1889 -688
6101 3434 101
9679 2708 611
3798 5066 852
6814 4136 -517
8865 2531 -330
2678 3644 -840
4664 8445 -141
4640 6907 -81
1581 3507 8
5069 5226 828
5794 3728 -39
227 6293 -474
1605 4154 -948
1387 4477 462
2795 4280 111
6413 3819 -178
5012 5690 -391
8831 1599 563
1972 2552 787
5317 1013 -713
7109 64 74
3006 7467 958
4178 3877 -409
9754 1149 -896
8278 8539 559
8459 4471 251
8533 6863 636
250 4263 -126
2178 2296 -282
6186 5372 235
85 5537 6
9836 435 831
3103 2768 818
2349 6191 171
9189 8982 -451
6343 841 -729
5390 3462 -159
8195 5020 666
4494 4177 -352
3166 8230 156
508 3744 301
7703 6268 635
1547 9826 932
882 2444 -423
2784 8435 357
9782 3429 771
3933 222 -565
2599 7089 427
5961 4139 -387
4189 2979 -531
8152 8781 748
2418 9681 95
4924 243 37
3576 4616 -944
1793 490 -676
422 8547 107
2487 4424 558
787 1210 251
453 5993 466
6425 4903 -174
4951 6646 -439
3168 7960 590
8394 1890 -228
6513 7053 -127
5311 2242 168
2948 3178 584
1327 5536 -760
3887 2404 479
818 4473 550
1466 9640 680
4216 1032 699
8712 7309 -49
9083 9186 608
6288 8656 -728
5273 3751 453
9551 6976 486
1640 630 898
8606 2021 -568
4437 4548 526
724 7881 304
9116 8917 9
6832 6812 171
4753 9184 -959
9847 744 -298
6478 5441 363
810 803 662
2970 895 681
972 4009 -349
5678 2141 440
3452 1158 -419
3354 8275 -319
1984 7493 -305
2340 4560 -135
2927 4500 175
7651 3147 911
1886 9818 -755
1944 7447 78
5362 7888 907
7270 7602 716
2503 5799 -567
8157 6768 960
7411 4524 858
8466 4782 -662
9031 8905 185
4130 2154 545
6769 5101 658
5198 9568 -993
8928 5185 -924
6063 2014 -501
4067 173 -660
4499 8634 31
1303 9630 -707
4660 4368 910
3439 2282 -454
681 9872 -671
2811 5260 748
2527 4825 823
1152 6196 -50
4645 176 174
9314 6173 868
2062 4037 -131
4395 4983 -787
8482 7140 870
9238 8656 -668
3031 1688 726
6189 6514 914
6365 9654 469
6684 7014 -787
9325 6022 47
4434 6983 -295
8514 102 -348
8533 6458 -966
5401 4906 -104
3201 2214 907
5574 9246 -201
4526 8656 -942
9219 1634 804
4013 1976 -547
1677 638 -397
8778 4890 -10
4948 2427 -342
1531 3180 239
252 3215 818
851 5404 -702
5955 8601 -509
3888 2127 917
377 5559 -597
684 3408 269
3983 8351 -317
6937 484 -127
4931 8089 43
8881 582 -705
5623 6808 293
8611 6284 788
9308 7630 522
5081 2759 -566
9398 9351 184
3899 6785 940
1781 3335 701
1912 5795 -715
5105 950 -798
6218 5683 983
4318 4936 -768
8510 1083 541
62 2165 317
6652 220 152
8330 7664 86
247 5470 -538
4259 9817 293
181 2333 -488
5275 4426 -872
5794 7141 10
5041 739 -783
6105 9287 347
2766 4362 -390
5797 7446 -258
7903 701 -879
4458 5065 933
2968 5614 706
345 3859 -380
5170 7436 907
1610 3527 -671
2516 6246 -937
9487 5827 -322
5243 8932 606
740 2637 -554
4069 492 -122
6809 3278 351
9833 2762 730
1401 8812 155
4434 7713 -543
4191 986 -637
4825 3493 1
8799 5050 -686
9736 6695 363
7254 3617 -24
1270 5782 -158
7815 3930 918
8933 4334 294
8458 9623 -79
312 756 -380
237 4415 -194
1497 7724 -528
28 7801 -867
6461 4662 341
3543 6412 -348
8556 2986 -18
1122 6105 -699
2907 4782 652
374 7513 962
3920 2636 -698
8068 4845 -229
4049 7327 -228
3485 1797 -508
7759 5355 -810
5429 1947 405
9736 6717 -755
1507 3644 -140
6355 1249 258
2019 8087 -267
3818 5762 112
3627 2713 -411
1631 4477 440
5386 6963 926
8657 6333 -910
151 678 498
3498 3634 556
1649 4307 417
4074 5340 61
2321 1296 -144
1943 1940 706
6701 2089 -732
2329 6210 863
3566 6319 -604
5772 2803 202
779 3804 -115
9119 7113 629
6799 9099 286
2872 8419 931
359 8175 183
7611 2542 100
4358 1641 -286
9403 7334 -951
239 9424 727
4267 7841 198
8821 1633 819
7273 7165 86
3917 283 -147
9412 574 341
5771 5637 -447
7848 8767 44
2626 1685 781
1838 8998 -32
5426 6504 -534
3358 7808 -844
3994 2106 -619
7929 6287 526
1180 8674 953
8132 4193 -362
5960 3549 -451
5646 8306 -327
9776 5681 -603
5083 6428 -824
6417 3218 -242
9330 9287 614
8582 1310 -209
5004 6725 -246
5868 999 486
6262 5122 155
8180 9020 170
6312 7444 -156
5674 6031 394
2967 5078 826
7875 623 -987
3603 7379 -777
2341 2955 -304
2391 6088 -657
3250 7079 412
2054 8442 -106
9192 3413 -438
3208 5238 -175
8363 422 -832
2637 5056 264
201 7384 -911
9093 8284 996
1295 7783 0
8389 5900 -497
5623 3287 708
4854 5796 201
1111 118 -984
5025 8149 897
1914 5881 621
3946 8926 -927
6505 9570 -677
9613 2444 299
221 2759 480
4297 9524 599
2868 1955 925
7607 647 -738
2327 2285 -601
5015 6347 549
7048 6926 813
2490 2761 -261
9530 5842 -721
3729 6723 626
3602 8524 -77
357 9390 605
3202 1137 -993
6326 647 632
1927 4658 140
9431 4215 873
3956 4387 129
2805 1088 -27
5529 3464 578
6110 3564 -862
655 4639 176
4085 4529 123
749 7695 -147
8745 5462 -76
8341 2357 282
1101 6759 307
7041 9183 -127
9685 2391 536
4980 7259 34
8964 8385 -665
492 8915 -973
2314 309 -928
5183 537 -293
5125 6443 156
8632 9643 678
4810 6493 -784
8116 4055 -897
5935 9689 -769
3068 153 -273
2117 3132 312
3821 6287 705
6591 3621 -438
4643 2242 -31
8233 9792 24
449 3690 -161
8440 7225 -543
4273 5727 -269
1792 5921 705
1403 3597 355
8133 5281 336
8719 2289 -548
9403 1416 166
5910 7975 -89
1391 7511 -717
1110 7232 208
1749 5237 -99
7936 8287 -866
9340 5343 13
2174 4174 859
4951 2185 470
4298 3095 -964
1516 5580 73
6674 6252 -109
799 5257 -629
3876 5428 339
6005 7538 -178
9320 6178 249
8208 675 191
2207 783 787
8189 8201 228
8689 738 435
6883 1516 84
9479 6571 493
2001 9277 -433
7739 4991 244
9039 8364 -387
3720 8298 885
7515 4823 510
9447 7549 -302
9194 1450 -615
749 8462 -875
7230 1019 718
1693 1848 -896
4510 4535 -176
311 3946 964
5660 6582 -439
5832 8657 488
529 8724 92
4912 1615 1
6358 6185 -153
7687 6440 169
1545 2933 -299
7378 1810 282
7717 8689 332
9781 4954 -181
2861 8244 -796
9324 1768 306
716 6970 426
2898 5014 659
3075 8902 -963
6813 8213 -151
6555 968 318
8757 3329 -112
5105 5002 56
6458 4899 919
6702 2978 513
5466 9624 254
6318 4063 874
8114 4179 737
4414 9865 -550
9529 4645 409
1954 3853 -253
9588 8192 -931
6430 5804 -377
9605 6350 16
7664 6590 -959
4049 9270 736
1997 9698 499
2197 7114 942
8120 6387 875
7257 1596 424
785 5254 -296
2970 2093 203
2823 8217 833
4766 4694 -562
8533 9506 -161
6229 4296 508
1994 2075 -923
4728 291 108
4294 5692 718
7648 235 -453
8388 7352 -454
3461 7234 971
2923 4686 -522
8644 9205 275
2177 6852 -989
4236 2295 653
2600 1168 873
6852 1870 822
3629 5501 -896
719 7183 -367
9609 6930 -195
6151 3693 952
1772 7966 859
5651 2800 -264
8160 6188 -25
2205 7986 -434
7802 9373 -678
3210 5278 976
2099 617 934
4565 4169 -309
3622 3456 542
2161 3722 270
6068 8284 -26
7965 7638 -880
3225 9112 -127
9436 5739 -524
444 4070 41
2825 6380 745
365 6425 -320
4522 9846 -304
3122 5191 286
2129 671 -834
1587 7385 507
1340 7141 -871
3694 3411 -190
8911 6303 592
7366 7504 -276
8337 7621 -489
8765 7899 800
7285 3458 687
8540 8614 -964
7919 5533 -460
525 172 904
9251 1775 562
2639 828 763
4279 5357 153
7981 9626 16
4200 5309 -473
1916 7043 919
5064 7784 848
5314 4525 801
9014 9812 -756
9163 8453 815
6126 2608 -836
9186 3254 -235
2689 8357 -428
9313 5508 -87
4697 5663 78
7217 3439 -919
5500 4996 726
2489 8630 495
9621 6368 496
9087 3967 59
6555 4386 -597
705 7593 -775
8678 3681 -774
7335 20 923
4197 4801 567
3439 7364 743
141 681 508
833 4210 -862
1528 6583 425
5188 8500 620
555 6635 -215
4240 9527 738
3955 8486 226
5758 7554 193
8621 4711 -790
7766 8028 -865
3692 3651 -615
6951 1287 -404
3418 3707 465
8149 5100 -94
9646 4629 -782
8097 5860 -181
1966 979 -782
337 1523 -921
9525 778 130
7800 2674 -817
5774 5080 902
9287 2877 649
3606 3740 602
4606 2542 -463
4191 5660 -631
5953 9457 694
1470 8697 876
1494 5476 -272
3597 8004 -264
271 29 583
3375 3008 -655
2689 4306 -677
3506 5724 414
7628 688 -410
6683 1799 591
8047 651 -126
2757 7390 -498
9674 4009 -185
8219 1368 -82
4959 3540 419
9261 1849 306
7650 1827 208
2297 4356 286
6574 6937 49
2837 5340 -721
9618 2646 854
9293 8263 -685
9064 7839 509
3346 8434 -519
390 2518 -476
9427 7583 -547
7694 2672 360
9575 6115 99
8548 1988 126
3702 9126 547
2385 2353 -544
4875 707 -937
1721 7200 510
8217 5319 905
5338 3214 -655
4481 4730 54
1427 4960 948
4301 7193 558
1954 6118 608
4105 2048 798
1661 6291 -712
1332 9717 -890
1627 5251 269
7083 6750 980
2915 9137 -34
5406 8763 784
2397 2441 494
3492 3493 -663
939 2000 -721
6647 6723 -799
5208 6621 991
7942 4587 193
8542 8849 454
9607 8704 615
3156 9612 -190
9460 4909 -421
890 8260 -789
3677 7055 -679
3542 9493 -171
6496 5726 709
4536 8959 25
9470 3648 74
7741 5230 886
721 5879 -219
5674 3646 411
7807 3222 40
4127 9745 -756
7551 1072 595
9741 4954 -994
2299 736 -553
1073 4867 346
1918 7692 -295
8145 4532 -818
6295 6834 -83
3292 3409 610
8484 5189 -983
1452 9632 484
8944 4070 294
8104 8963 -869
9804 6847 785
3068 6750 -791
7899 2224 -681
8245 5716 -792
7875 7640 901
9293 888 -396
1639 4229 -130
5322 3446 538
4609 8638 798
4106 9561 -867
3153 1213 824
1093 1366 126
8654 8402 387
9351 5731 -322
7691 9109 -687
9585 1776 -293
6384 9827 -813
4802 484 574
2271 2287 -955
5033 7543 -944
2014 2636 731
8149 6744 227
9287 6884 773
6854 5096 950
8870 3295 -664
4825 9794 -719
7436 799 -395
7644 1808 209
213 658 -299
6799 5507 682
7749 5882 106
994 4722 161
6084 4416 -991
5083 8547 346
9153 4157 -737
9303 7225 178
8299 8186 730
6310 5543 -639
6946 6041 161
9518 2353 460
4529 2759 415
982 1723 363
8210 6710 750
1088 8742 648
4954 8915 -459
5079 6600 930
3554 5534 -120
4367 7745 -170
4124 9077 -471
8066 2927 -727
1549 4908 -46
2201 4790 602
7945 8711 31
7768 411 885
9396 6594 -453
8514 2629 -825
5307 3834 -420
5147 8777 -532
2602 1297 -695
2895 4576 -177
1802 5746 442
4500 2445 108
2565 9219 976
2400 6087 -897
8464 4190 -777
8661 7202 132
1069 3866 -600
2163 1521 -621
2917 4505 -738
8487 166 -933
3313 9142 99
1272 5835 531
5684 4869 368
9654 7124 227
6546 6181 -401
7023 1816 -306
5380 1950 154
8877 8137 -890
8918 2774 -382
7303 9045 448
7912 600 488
2237 1945 -70
9726 1435 -406
9828 9559 -643
6074 8002 673
2402 4278 988
3484 1665 672
5611 1975 883
8758 8249 -6
2704 4759 -342
5180 2913 -105
8148 326 -45
8558 194 374
3715 9237 -925
738 8779 -237
747 2010 -148
5986 7284 540
8544 7325 680
2443 5237 -207
8784 1037 -973
6727 7257 887
8073 111 696
3219 8011 4
4569 8881 426
3702 6580 420
9449 5025 -133
1995 6457 -76
915 563 737
2864 9694 524
8588 7034 -942
197 5915 -201
1479 1446 -420
889 4952 541
3900 8070 -297
5723 7458 -65
2903 277 852
1324 2871 -944
3670 5751 -908
3667 6369 -733
2059 1351 -530
9706 5041 -313
1330 9835 169
209 8285 -303
5293 4484 451
4058 491 -302
9498 6898 585
9583 2319 265
9791 1699 -368
9738 6216 -41
5945 503 551
8133 3841 -820
6092 5600 587
1179 2700 -477
1745 5402 -5
5251 9220 410
9364 8040 -737
28 8304 284
8673 8695 -40
5557 5405 -291
3814 446 649
95 389 320
4772 1276 883
2001 1656 -343
964 1746 935
4437 9309 263
6719 6047 330
673 6593 -197
395 2824 62
3332 1764 -938
3780 5418 575
6928 2979 644
872 849 676
1256 5018 827
5894 4695 37
2558 7812 947
1281 472 -186
7773 2360 -305
605 9181 -682
618 7051 2
401 6026 -49
209 662 229
1168 2218 916
5490 5797 422
1728 822 430
8133 6382 5
3492 7016 418
4369 717 -722
3430 3535 870
3417 7985 -175
9822 758 -103
1436 776 983
5556 3817 836
1180 8626 -382
864 4539 -929
9815 2133 -679
2413 4666 -991
6109 3122 -810
7760 1793 -192
8101 7084 981
3657 6147 443
1901 3426 753
7913 1648 59
9728 7623 -951
1725 42 424
3986 3493 690
2757 1199 -408
8319 1956 -3
1103 8801 -304
5217 3216 89
9664 5358 227
5471 9717 381
4590 4812 -259
5673 3464 491
8857 8127 307
3390 6475 -111
8296 2813 920
3211 2650 293
2290 309 859
2300 3614 9
5893 1363 995
5644 3278 244
2792 2197 -891
3870 9132 684
3913 9878 -608
742 5785 -951
9403 8029 -822
7480 3875 60
7451 7656 853
7974 2823 644
8412 3045 782
2987 758 -539
8610 3886 93
8965 4084 -900
6044 172 115
6762 3405 370
6648 6468 5
3306 7139 -767
3746 9636 -182
2709 4740 -561
9003 9234 273
915 5214 -933
9894 3862 193
916 8351 -719
3886 3884 -611
6892 6415 -866
8807 7432 334
297 8442 -768
4637 7029 64
8248 7282 33
4737 9890 -425
4310 818 -795
1383 8730 687
3805 7212 967
535 3630 372
7920 4212 770
4674 5170 719
9080 3472 -947
2499 8202 896
5455 935 66
8296 2096 718
4572 7611 306
1253 8575 -996
2551 8668 -222
2397 5403 758
4319 49 -791
3379 158 365
6951 5482 500
1000 6974 -520
2291 1726 -878
5835 603 -997
759 6355 -276
7881 9660 732
2759 6993 -393
5337 7667 -946
6661 7871 488
8383 1890 -591
9176 1628 814
447 2165 -621
5560 9605 -985
1100 2994 -23
3798 6675 -572
3259 5952 348
133 2252 -822
940 5017 167
1075 555 -321
8990 970 -807
1941 981 -407
3682 4376 448
1655 6225 449
2175 3425 -795
2199 4666 -540
3521 7924 -425
4194 5443 -512
465 9805 -402
2870 3820 -169
4705 2625 -537
4664 8174 -43
4951 2452 -482
1483 2712 -460
6641 2228 -386
7985 5839 -396
6496 2967 416
5212 1738 -282
136 1227 -181
3286 2524 145
3986 6897 -555
8255 7405 533
9356 6520 -218
5002 9411 -249
230 4764 -721
1808 1960 -914
6766 2897 -213
8146 4636 450
7932 4442 541
9104 6284 -59
1819 7448 89
3715 1192 157
5637 4531 362
1169 5562 143
5102 1823 -38
8823 1944 -472
113 5305 331
9602 6417 -577
1246 821 411
8806 3661 -510
2488 9775 -169
2958 8369 852
9302 3140 952
5865 9206 -757
6852 4448 373
4462 6787 -547
1638 9366 -439
9142 4646 -654
8760 4693 -124
3544 5677 -672
5661 9430 304
4279 6288 -232
3887 9020 -669
3017 5249 -925
9807 2330 -506
8341 1511 -423
6464 8845 -410
8024 521 -303
4758 7852 539
6802 2691 617
6778 4458 596
5259 1804 898
930 5562 -472
9132 7526 267
3883 772 -18
9497 2931 -749
1040 1598 -764
2370 8372 -706
7518 143 209
7783 8951 -174
7451 2875 547
7629 3519 692
3852 897 -362
1486 2700 769
1328 4354 -574
151 4643 347
1229 9426 185
4082 5921 -591
8112 4824 -716
97 7215 772
4728 8501 203
9726 6120 -835
9326 7726 834
1950 5814 863
2952 4468 -176
2311 7335 696
5610 9746 -809
5492 2439 32
4098 313 751
4850 1352 -725
8899 7054 -661
6335 1538 -468
4054 7035 39
959 4144 665
7798 279 663
2281 3859 568
6225 3888 -773
4744 6920 385
7581 4144 -141
3893 8660 470
4705 5697 -633
3060 6617 -615
6411 1544 -330
4504 8962 -428
2495 2378 223
8260 8212 -681
2704 4874 270
1881 3291 154
6989 5589 -1
744 435 -124
4734 9221 693
5741 6021 230
6267 9086 -960
9449 2817 464
7676 963 -151
9299 4548 -586
49 108 996
2264 8696 992
2651 33 283
987 6548 -961
754 4229 -463
8555 9789 555
2506 7085 325
619 6273 -7
2947 7477 837
6807 2635 504
8527 2853 851
295 8513 -685
1287 220 923
7558 9350 -279
5632 2539 -533
8257 3953 310
6616 1296 -682
4425 1093 -245
6995 7620 -527
6323 1804 950
5183 260 984
7974 5717 -437
3989 4712 -985
9853 7612 174
712 5086 267
6204 1205 -340
9323 1428 608
2870 9838 -672
6954 5983 48
1747 7094 -700
2884 9709 -847
1707 3882 -41
3115 9506 233
7926 7697 -104
1412 857 -11
8815 9089 563
4308 3520 856
5507 4455 -47
1283 1199 166
7739 1920 200
2226 412 -316
9431 8903 762
7271 1515 584
5665 1527 -816
4364 3567 -117
7789 593 -342
6732 3579 51
6120 1605 -712
6747 1985 580
3033 1100 84
9285 1992 -49
5982 1041 167
9439 96 -280
4231 6373 669
3587 9210 33
1333 3879 -955
5912 3082 -475
8580 9049 -515
9778 2603 -152
1824 8431 999
6636 3166 668
7478 1529 720
7095 1769 90
3989 6304 860
9663 5300 -47
202 6962 -927
1867 3160 -642
3033 9710 -739
998 4684 231
5385 3298 -878
6590 9227 -330
1547 2709 -178
2065 6520 -802
795 9604 -146
7495 6239 140
2609 6457 -460
3288 7414 711
9418 4519 -126
4209 6747 401
5585 9136 -369
5544 601 -940
6188 2250 -799
3659 3975 -687
7928 2856 561
4208 3233 341
3194 9429 886
3793 6561 348
8324 8212 -442
2904 9466 278
452 111 152
818 6441 30
2358 3680 -211
4083 7314 -194
8454 6567 787
3023 8711 -138
9687 8295 503
2419 647 681
4327 4297 681
816 3761 761
5079 7282 -148
8218 3580 752
3729 4397 872
1848 4709 238
194 8650 -469
9295 9114 -543
8438 4802 -324
9749 1408 436
2974 599 -86
7724 697 641
6124 3693 -733
1557 168 335
5507 8305 -432
190 5247 636
8198 328 -1000
9702 9062 -182
7778 2445 628
7201 8887 393
7592 7892 -19
2157 1548 102
4599 6148 -86
1632 2385 -741
4278 6506 -265
7560 8685 -733
2351 2815 -940
1148 6872 128
3619 6171 -824
610 8618 387
39 5111 -158
444 6830 17
2314 2980 -323
8427 9225 734
5250 7663 511
636 4024 -28
2386 2824 112
4372 9179 909
1998 1809 184
7654 390 -902
3572 2700 -763
1577 4759 947
5887 1758 137
7312 8805 266
6086 7340 -887
6020 511 811
1774 3907 555
9226 2323 -812
2041 1181 -757
6933 2582 729
5057 267 556
5372 411 -612
5156 8366 -287
580 1480 -113
9098 5802 -242
9712 2109 725
8163 858 -30
3898 2824 -864
4849 291 -128
8848 1083 -599
3433 64 460
1156 4152 -226
8060 6165 -908
5155 8423 438
8122 7990 -505
9756 7405 -917
2403 6596 -71
2778 4777 569
9821 7145 651
5805 6432 -755
5389 1546 -43
7223 4872 -802
5757 2546 -86
4327 3360 369
3653 5065 -588
491 3068 -118
6693 2800 853
6703 1772 -665
5235 1259 -876
3184 4928 67
5066 2443 311
8207 7121 643
7664 7207 -412
4401 8947 -328
7354 5179 743
3774 2549 679
8738 3683 468
6479 5905 316
3715 1470 -728
3594 4742 968
5654 3545 -216
9628 4153 -603
8852 9698 -546
487 843 -866
3449 1561 -52
4203 9452 434
9280 5677 -497
8746 9540 723
180 8754 -480
1779 1593 454
5717 807 -590
6968 3113 -67
7411 6364 -270
2689 1277 -673
63 9181 -457
3289 216 -707
4412 3458 536
7555 3568 -897
7328 2718 -563
4154 5852 -325
2413 187 554
5089 5347 914
1325 9738 427
2483 7893 -507
7186 3347 -741
4326 6913 809
2908 9819 535
9421 3524 661
5099 4839 31
3487 629 -342
1674 5007 -460
3804 868 -586
4672 3643 -467
529 7610 -667
5709 6406 -559
7183 2019 -604
6571 8687 26
7935 2541 -143
7298 656 -353
2610 1036 690
9613 5494 474
8327 578 -226
1008 86 396
5471 2230 -919
2639 1880 -987
9756 1734 -167
4666 5719 -923
7209 2906 -455
639 5838 -322
5487 8536 400
2984 3972 873
15 8563 -186
7993 5263 -526
103 947 352
3137 3558 -634
6207 6394 -184
8556 476 518
9756 4180 -537
482 8495 -541
3588 153 -490
9674 3174 423
8586 4069 -211
140 6401 -466
8236 6909 272
7417 6756 778
2485 2981 890
4098 2016 575
3965 1267 -852
1630 5629 -800
7459 9757 -712
315 8966 -671
2548 5091 347
2345 3190 -944
9448 7049 200
6053 5110 867
3904 3143 20
4642 5161 334
1478 8308 544
4333 4349 182
6464 4686 -245
1920 6694 263
3723 3135 -848
126 8978 -397
9814 328 891
9411 9819 -895
1742 805 441
4280 5511 966
8221 6293 -329
442 108 428
7532 4463 -214
2677 4761 -503
7651 7620 -220
2998 8294 849
5491 3227 -472
3667 522 952
531 3684 142
4885 1030 -415
3271 1837 800
1558 5776 -321
6683 266 790
9781 4784 -771
4778 2694 -426
4107 5690 -27
4723 1817 -908
2648 1297 710
7452 4012 653
3283 9691 -144
9404 4555 -719
8707 2805 -115
3499 5146 894
7277 171 -776
7994 2892 -231
3178 7064 740
4376 5206 96
4549 1440 -262
9463 1084 74
8435 4575 112
9350 2013 -465
2868 4566 781
1985 8434 -949
4654 5578 -979
9458 7787 866
627 2348 284
4959 308 -583
3618 6505 860
2845 4803 -971
4304 2475 -426
860 773 200
8309 255 756
1000 1147 645
2826 5001 71
1670 73 -218
9395 417 124
7977 824 2
7148 1281 266
1605 5676 -485
587 6340 87
8563 5110 754
7654 7258 -228
834 2960 -591
6902 9697 773
2052 63 -372
3872 2049 828
9377 1623 334
6229 9714 286
4682 5021 66
8083 4453 806
2750 5134 -5
720 3215 833
7014 1722 870
9600 2639 84
780 5350 988
7259 8545 794
3676 9036 482
4791 9354 49
838 7535 -929
7394 3020 -116
8262 4424 266
8404 3374 753
8208 3874 -467
9739 2536 -5
93 4984 876
3678 4895 -965
2889 2764 16
4866 3937 -949
4485 3215 170
4201 622 -728
321 3245 -569
3202 1729 436
9229 693 941
5747 2724 673
598 813 785
4284 1259 -509
2619 6525 793
3275 152 -53
9371 5991 231
2596 5514 -710
9555 6481 -753
9127 9348 384
296 2697 -741
6316 1230 -395
8090 4136 -409
7296 7881 -634
6013 1855 -372
5299 9072 413
9330 7236 770
3809 1813 371
4627 3459 -291
3943 6538 991
7966 1396 964
7504 7870 -754
5255 7882 468
129 3771 -833
7922 4635 -404
714 9316 -652
3231 9840 526
7847 8007 287
5881 4224 287
8134 4620 -84
3335 7716 703
6861 9645 121
7353 5469 752
3518 2016 853
7754 1761 863
1504 8622 -622
6260 7444 485
6096 4655 -472
7938 5333 683
6976 7763 946
2016 3889 -946
1476 8729 -917
4002 1435 391
4963 3298 266
3198 177 -828
9249 1308 -108
5672 9800 -409
938 1999 -809
9073 2973 653
9576 3478 19
4557 8042 -502
159 8541 -85
6623 8879 -221
6136 2317 -252
7235 1589 700
3838 5103 -174
4074 4350 -453
4529 8496 819
9853 9835 350
5640 8159 -577
2902 8766 -735
5263 9441 906
2945 3111 -1000
7513 9361 670
6359 702 -368
9115 9021 -150
5411 9344 -576
3268 1512 -22
3323 7198 -866
9878 8844 -124
6149 547 -596
2736 7341 560
1512 6358 476
12 943 -990
4072 9874 265
8418 5021 877
5782 6314 -302
8412 8367 -317
8404 7186 -443
5275 166 -496
6299 8630 477
6953 7946 -318
1289 4206 931
8149 111 -89
3197 6848 314
4665 5539 -483
2979 6053 -577
8477 287 -939
4760 182 676
7330 3116 -980
8110 1859 777
1580 6893 -87
5114 9549 677
4751 1915 -279
2896 8717 589
1582 2463 486
9465 6350 -707
5692 1919 -934
2321 3242 783
5753 472 -435
2906 9049 240
8866 1026 492
2165 4857 295
2803 3300 68
3566 2057 985
8732 3747 -351
3816 8707 -721
1935 5948 661
4704 3442 -37
502 4945 -701
4806 6171 -112
3785 1135 -41
5134 2864 -919
2812 2181 -873
1071 7576 767
7469 6050 603
8178 2161 -816
3467 4060 159
864 8972 -536
9409 2057 544
8892 9867 878
6292 7501 -326
2185 6075 -921
550 6372 -585
7123 9237 263
4963 4038 -899
2470 5925 284
5268 3195 551
8678 3084 -17
9155 3618 420
6117 6586 129
7572 9511 341
10 6443 416
9187 3470 -794
9600 1956 -736
6059 2771 156
6248 2991 -99
4795 3567 -129
146 1136 -838
8484 2502 -469
4626 3061 -346
1259 6754 -166
3136 8857 -852
2570 3406 612
2400 7195 -780
7210 5028 -292
6220 2692 -984
8849 8491 -186
3367 9682 -767
8425 8835 -540
1202 9325 -213
9653 6827 -965
4430 4861 683
1674 7815 -324
2799 5505 -760
516 9722 -119
1249 3564 -785
3959 3012 -161
2680 3032 -981
8511 2212 803
3165 4170 174
4021 7775 835
9236 8959 -253
3797 1553 -243
3728 7965 81
9155 8591 559
2204 5866 -310
7315 9024 -224
9508 9270 598
6001 5604 -720
9633 9191 295
6365 7563 814
2289 5178 119
4744 3778 -814
2779 5803 -333
5996 2692 800
4224 4945 -128
9226 4020 156
5200 4188 755
4147 6685 535
48 7298 -125
9528 8871 855
9518 8749 326
8125 5475 -853
6951 5424 -544
8126 7255 -437
5898 1140 567
2505 457 -100
9483 5753 614
5111 886 -303
9801 4087 -262
5416 4036 973
4645 4343 -828
4863 4241 -176
460 6320 787
8241 8377 831
2031 104 -295
5180 6532 -316
268 6414 -902
5723 4096 -354
5772 209 -955
280 315 802
5136 174 -486
4470 2945 -358
468 275 -271
3213 9625 -258
5964 5539 -984
9104 4653 166
6263 8923 764
7803 6500 -990
1478 8106 -946
3544 2430 -320
199 680 -18
8770 3526 896
8146 54 657
7380 9772 -343
3322 4981 585
1955 8233 -487
9683 1169 874
7214 1363 890
6901 3828 -419
7689 2753 -166
1343 9600 865
947 2197 -897
4760 3966 536
668 5377 816
2006 1638 -554
1689 6222 167
8093 1362 -869
1981 1395 965
1585 6782 734
1779 6556 653
5758 2053 830
4823 7587 274
4804 527 -834
8225 7214 -95
478 8224 397
4745 3505 25
5929 5417 -248
4664 6404 370
7229 9737 526
5461 3866 -832
5989 211 923
2184 4446 176
2002 3567 708
2772 617 679
9310 4283 753
5041 5078 -999
2927 9563 482
9350 5700 -949
5978 1106 919
5271 2966 -472
9487 4811 767
5255 3226 -160
8658 7383 853
6743 943 106
764 1281 633
6494 7150 397
3792 553 254
1649 4627 180
6665 6952 952
6678 7443 889
7900 4994 -219
8899 1856 -26
7270 7956 903
1770 4171 541
8489 6761 -385
2624 6590 729
1128 283 520
4557 867 -459
6679 1480 -956
6082 342 -247
8742 1516 765
8809 4685 820
5178 8176 322
2806 2347 -324
6654 2077 -540
5472 6132 -125
5627 7456 238
4055 9469 -270
1424 3284 416
